0;3862.23;2314.47
0;3922.89;2325.87
0;3922.89;2365.87
0;3862.23;2377.27
0;3822.04;2377.27
0;3791.49;2401.42
0;3590.68;2401.43
0;3511.03;2481.08
0;3511.03;2565.71
0;3479.63;2597.11
0;3394.85;2597.11
0;3394.85;2721.71
0;3363.45;2753.11
0;3142.65;2753.11
0;3142.65;2792.45
0;3131.25;2853.11
0;3091.25;2853.11
0;3079.85;2792.45
0;3079.85;2753.11
0;2923.63;2753.11
0;2892.23;2721.71
0;2892.23;2583.11
0;2528.46;2583.11
0;2522.45;2582.53
0;2516.46;2583.11
0;2428.48;2583.11
0;2422.48;2582.53
0;2416.48;2583.11
0;1922.55;2583.11
0;1922.55;2792.45
0;1911.15;2853.11
0;1871.15;2853.11
0;1859.75;2792.45
0;1859.75;2583.11
0;1808.46;2583.11
0;1802.46;2582.53
0;1796.46;2583.11
0;1708.47;2583.11
0;1702.47;2582.53
0;1696.47;2583.11
0;1088.47;2583.11
0;1082.47;2582.53
0;1076.47;2583.11
0;988.467;2583.11
0;982.467;2582.53
0;976.467;2583.11
0;645.327;2583.11
0;645.327;2792.45
0;633.927;2853.11
0;593.927;2853.11
0;582.527;2792.45
0;582.527;2583.11
0;368.484;2583.11
0;362.484;2582.53
0;356.484;2583.11
0;268.484;2583.11
0;262.484;2582.53
0;256.484;2583.11
0;133.593;2583.11
0;102.193;2551.71
0;102.193;2377.27
0;62.8508;2377.27
0;2.1933;2365.87
0;2.1933;2325.87
0;62.8508;2314.47
0;102.193;2314.47
0;102.193;207.729
0;62.8508;207.729
0;2.1933;196.329
0;2.1933;156.329
0;62.8508;144.929
0;1176.72;144.929
0;1201.99;157.691
0;1207.09;164.613
0;1265.6;121.467
0;1265.63;120.926
0;1278.16;97.5907
0;1332.01;57.2743
0;1358.96;52.0824
0;1359.48;52.2216
0;1419.27;8.13062
0;1463.12;14.6901
0;1560.5;145.925
0;1568.35;144.929
0;2356.73;144.929
0;2364.58;145.925
0;2461.95;14.7017
0;2505.8;8.14222
0;2565.59;52.2332
0;2566.1;52.094
0;2593.05;57.2859
0;2646.91;97.6023
0;2659.44;120.938
0;2659.47;121.478
0;2717.96;164.613
0;2723.06;157.691
0;2748.33;144.929
0;3862.23;144.929
0;3922.89;156.329
0;3922.89;196.329
0;3862.23;207.729
0;3822.89;207.729
0;3822.89;2314.47
1;2519.76;2552.51
1;2525.15;2552.51
1;2528.46;2555.11
1;2923.63;2555.11
1;2927.03;2551.71
1;2927.03;2403.43
1;3004.23;2457.34
1;3004.23;2480.31
1;2921.23;2563.31
1;2920.23;2565.71
1;2920.23;2721.71
1;2923.63;2725.11
1;3107.85;2725.11
1;3107.85;2818.31
1;3091.25;2818.31
1;3091.25;2825.11
1;3131.25;2825.11
1;3131.25;2818.31
1;3114.65;2818.31
1;3114.65;2725.11
1;3363.45;2725.11
1;3366.85;2721.71
1;3366.85;2569.11
1;3479.63;2569.11
1;3483.03;2565.71
1;3483.03;2457.36
1;3566.96;2373.43
1;3791.49;2373.42
1;3794.89;2370.02
1;3794.89;2349.27
1;3888.09;2349.27
1;3888.09;2365.87
1;3894.89;2365.87
1;3894.89;2325.87
1;3888.09;2325.87
1;3888.09;2342.47
1;3794.89;2342.47
1;3794.89;179.729
1;3888.09;179.729
1;3888.09;196.329
1;3894.89;196.329
1;3894.89;156.329
1;3888.09;156.329
1;3888.09;172.929
1;2748.33;172.929
1;2745.6;174.311
1;2723.87;203.766
1;2632.27;136.209
1;2631.49;122.544
1;2630.13;120.017
1;2576.27;79.701
1;2573.36;79.1388
1;2559.82;82.7691
1;2489.18;30.6765
1;2484.43;31.3868
1;2371.75;183.243
1;2358.75;173.598
1;2356.73;172.929
1;1568.35;172.929
1;1566.32;173.598
1;1553.32;183.243
1;1440.63;31.3752
1;1435.88;30.6649
1;1365.25;82.7575
1;1351.71;79.1272
1;1348.79;79.6894
1;1294.94;120.006
1;1293.58;122.533
1;1292.8;136.198
1;1201.18;203.766
1;1179.46;174.311
1;1176.72;172.929
1;36.9933;172.929
1;36.9933;156.329
1;30.1933;156.329
1;30.1933;196.329
1;36.9933;196.329
1;36.9933;179.729
1;130.193;179.729
1;130.193;2342.47
1;36.9933;2342.47
1;36.9933;2325.87
1;30.1933;2325.87
1;30.1933;2365.87
1;36.9933;2365.87
1;36.9933;2349.27
1;130.193;2349.27
1;130.193;2551.71
1;133.593;2555.11
1;256.484;2555.11
1;259.789;2552.51
1;265.18;2552.51
1;268.484;2555.11
1;356.484;2555.11
1;359.789;2552.51
1;365.18;2552.51
1;368.484;2555.11
1;610.527;2555.11
1;610.527;2818.31
1;593.927;2818.31
1;593.927;2825.11
1;633.927;2825.11
1;633.927;2818.31
1;617.327;2818.31
1;617.327;2555.11
1;976.467;2555.11
1;979.772;2552.51
1;985.163;2552.51
1;988.467;2555.11
1;1076.47;2555.11
1;1079.77;2552.51
1;1085.16;2552.51
1;1088.47;2555.11
1;1696.47;2555.11
1;1699.78;2552.51
1;1705.17;2552.51
1;1708.47;2555.11
1;1796.46;2555.11
1;1799.76;2552.51
1;1805.15;2552.51
1;1808.46;2555.11
1;1887.75;2555.11
1;1887.75;2818.31
1;1871.15;2818.31
1;1871.15;2825.11
1;1911.15;2825.11
1;1911.15;2818.31
1;1894.55;2818.31
1;1894.55;2555.11
1;2416.48;2555.11
1;2419.78;2552.51
1;2425.17;2552.51
1;2428.48;2555.11
1;2516.46;2555.11
2;2955.03;2489.91
2;2967.04;2477.9
2;2955.03;2472.55
